customer_id,segment_name,recency,frequency,monetary,ticket_count_90d,sessions_30d,campaign_clicks_30d
CUST00055,Loyal Customers,3,3,1308.35,0,6,2
CUST00056,Champions,9,3,3150.6899999999996,1,3,0
CUST00057,Loyal Customers,136,1,1713.34,0,7,1
CUST00058,At-Risk,42,1,644.61,0,2,4
CUST00059,Loyal Customers,2,2,1447.55,0,3,0
CUST00060,Discount-Sensitive,145,1,293.22,0,5,0
CUST00061,Loyal Customers,14,3,1632.4,1,4,1
CUST00062,Champions,21,3,2295.98,0,9,1
CUST00063,Dormant,216,0,0.0,0,0,0
CUST00064,Loyal Customers,2,1,654.93,0,8,0
CUST00065,Loyal Customers,6,1,1911.67,0,3,2
CUST00066,Dormant,320,0,0.0,0,11,1
CUST00067,Loyal Customers,63,2,1246.44,1,1,2
CUST00068,Dormant,346,0,0.0,0,5,1
CUST00069,Loyal Customers,29,2,874.47,0,9,1
CUST00070,At-Risk,38,1,542.98,0,1,0
CUST00071,At-Risk,32,1,2062.5,1,1,2
CUST00072,Loyal Customers,90,2,1697.8400000000001,0,7,1
CUST00073,Loyal Customers,8,2,1150.72,0,7,1
CUST00074,Loyal Customers,7,1,824.34,1,14,1
CUST00075,Loyal Customers,3,3,1287.45,0,10,0
CUST00076,Loyal Customers,20,2,1385.27,0,17,0
CUST00077,Discount-Sensitive,109,1,394.32,0,0,0
CUST00078,Loyal Customers,139,1,894.45,0,5,0
CUST00079,Dormant,191,0,0.0,0,2,0
CUST00080,Loyal Customers,50,1,1461.68,0,11,0
CUST00081,Champions,19,5,3417.3199999999997,0,12,0
CUST00082,Dormant,254,0,0.0,0,7,3
CUST00083,Loyal Customers,89,2,806.87,1,9,0
CUST00084,Loyal Customers,167,1,1273.18,0,11,1
CUST00085,Loyal Customers,14,1,1257.8,0,8,0
CUST00086,Loyal Customers,21,4,1741.15,1,7,2
CUST00087,At-Risk,44,1,933.58,0,1,0
CUST00088,Loyal Customers,98,2,1169.14,0,9,0
CUST00089,Loyal Customers,165,1,1513.5,0,12,3
CUST00090,Loyal Customers,80,4,1966.31,0,5,0
CUST00091,Discount-Sensitive,90,1,311.34,0,9,0
CUST00092,Loyal Customers,21,1,430.85,0,1,0
CUST00093,Loyal Customers,85,1,759.64,0,16,4
CUST00094,Dormant,183,0,0.0,0,6,1
CUST00095,Discount-Sensitive,65,1,372.65,1,10,1
CUST00096,Loyal Customers,61,2,1414.75,0,12,0
CUST00097,Champions,1,3,2946.09,0,0,0
CUST00098,Dormant,184,0,0.0,0,8,0
CUST00099,At-Risk,144,2,1471.51,0,4,2
CUST00100,At-Risk,70,1,372.37,0,1,0
CUST00101,Loyal Customers,108,2,1240.21,0,2,0
CUST00102,At-Risk,83,1,732.65,0,2,0
CUST00103,Loyal Customers,21,1,1469.96,0,6,1
CUST00104,Loyal Customers,93,1,955.63,0,3,0
CUST00105,At-Risk,46,1,2052.43,0,1,0
CUST00106,Loyal Customers,61,1,436.15,0,5,0
CUST00107,Loyal Customers,12,2,1658.13,0,2,0
CUST00108,Loyal Customers,44,1,1074.5,1,5,0
CUST00109,Loyal Customers,92,2,1622.28,0,1,1
CUST00110,High-Value Unhappy,35,3,2424.8,2,4,0
CUST00111,Loyal Customers,178,1,1135.09,0,3,0
CUST00112,Champions,0,4,2225.98,0,4,0
CUST00113,Loyal Customers,28,2,1601.31,0,17,0
CUST00114,Dormant,239,0,0.0,0,3,1
CUST00115,Loyal Customers,159,1,596.54,0,12,2
CUST00116,Loyal Customers,143,1,452.08,0,10,2
CUST00117,Loyal Customers,123,2,1268.88,0,2,0
CUST00118,At-Risk,27,1,689.56,0,2,0
CUST00119,Loyal Customers,69,1,2019.98,1,12,0
CUST00120,Loyal Customers,26,1,261.95,0,6,0
CUST00121,Loyal Customers,27,2,2496.0299999999997,0,5,1
CUST00122,Loyal Customers,106,2,2048.93,0,10,4
CUST00123,Loyal Customers,102,4,2117.52,0,2,0
CUST00124,Dormant,194,0,0.0,0,5,0
CUST00125,Loyal Customers,8,2,1698.4,0,0,1
CUST00126,Loyal Customers,57,1,919.95,0,5,0
CUST00127,Loyal Customers,24,2,729.55,0,3,0
CUST00128,Loyal Customers,19,2,1716.68,0,15,0
CUST00129,Loyal Customers,83,3,3369.08,1,7,0
CUST00130,Loyal Customers,88,1,1272.47,0,9,0
CUST00131,Loyal Customers,67,1,2157.15,0,4,0
CUST00132,At-Risk,117,1,1621.76,0,1,0
CUST00133,Loyal Customers,54,6,4776.26,0,5,1
CUST00134,Loyal Customers,35,2,1527.1100000000001,0,11,0
CUST00135,Dormant,333,0,0.0,0,3,1
CUST00136,Loyal Customers,71,1,514.9,0,7,0
CUST00137,At-Risk,177,2,1035.87,0,4,0
CUST00138,Loyal Customers,61,1,905.11,0,5,1
CUST00139,High-Value Unhappy,28,2,1715.4,2,5,0
CUST00140,Champions,6,3,3416.05,1,14,0
CUST00141,Loyal Customers,28,1,647.85,0,4,1
CUST00142,Discount-Sensitive,169,1,369.26,0,2,0
CUST00143,Loyal Customers,32,3,4028.8,0,5,1
CUST00144,Loyal Customers,86,2,928.5799999999999,1,8,2
CUST00145,At-Risk,30,1,502.35,0,0,0
CUST00146,Loyal Customers,108,1,986.21,0,4,1
CUST00147,Loyal Customers,84,3,2809.3199999999997,0,1,0
CUST00148,Champions,4,3,1990.51,0,5,1
CUST00149,Loyal Customers,8,1,787.94,0,8,0
CUST00150,Loyal Customers,45,2,1008.65,0,6,2
CUST00151,Loyal Customers,62,3,2844.17,0,7,0
CUST00152,High-Value Unhappy,46,3,2730.26,3,19,3
CUST00153,Loyal Customers,3,1,977.12,0,6,0
CUST00154,Champions,10,4,3935.38,0,8,0
CUST00155,Champions,2,3,2024.8,0,6,0
CUST00156,Loyal Customers,34,2,4241.75,1,14,0
CUST00157,Loyal Customers,0,1,376.83,0,3,1
CUST00158,Loyal Customers,155,1,812.34,0,8,1
CUST00159,Dormant,474,0,0.0,0,0,0
CUST00160,Loyal Customers,177,1,433.18,0,4,0
CUST00161,Loyal Customers,20,3,1738.05,0,7,1
CUST00162,Loyal Customers,91,2,1194.5900000000001,0,2,0
CUST00163,Discount-Sensitive,70,1,275.41,0,3,2
CUST00164,Dormant,222,0,0.0,0,1,0
CUST00165,Loyal Customers,103,3,1825.77,0,2,0
CUST00166,Loyal Customers,15,1,1269.41,1,1,0
CUST00167,Dormant,219,0,0.0,0,0,1
CUST00168,Loyal Customers,85,2,2194.9300000000003,0,2,0
CUST00169,Dormant,222,0,0.0,0,1,0
CUST00170,Loyal Customers,9,2,1708.2199999999998,0,5,0
CUST00171,Loyal Customers,12,1,1077.78,0,9,0
CUST00172,Loyal Customers,8,1,1366.0,1,5,2
CUST00173,Loyal Customers,79,1,225.12,0,10,0
CUST00174,Discount-Sensitive,86,1,168.97,0,14,0
CUST00175,Loyal Customers,59,2,1378.77,0,5,0
CUST00176,Loyal Customers,37,3,3830.31,0,12,0
CUST00177,Discount-Sensitive,82,1,255.04,0,12,0
CUST00178,High-Value Unhappy,5,2,1583.88,2,10,0
CUST00179,High-Value Unhappy,38,3,1585.62,2,11,2
CUST00180,Loyal Customers,96,2,1570.85,0,9,0
CUST00181,Loyal Customers,6,1,1107.73,0,7,1
CUST00182,Loyal Customers,31,1,305.3,0,12,0
CUST00183,At-Risk,152,1,1689.98,0,1,1
CUST00184,Champions,14,3,2456.91,0,6,0
CUST00185,Loyal Customers,114,2,866.52,0,11,1
CUST00186,At-Risk,41,1,714.65,1,2,0
CUST00187,Discount-Sensitive,149,1,491.11,0,0,1
CUST00188,Loyal Customers,29,2,1880.31,1,11,0
CUST00189,Loyal Customers,140,1,574.39,0,10,0
CUST00190,Loyal Customers,6,1,482.88,1,6,0
CUST00191,Discount-Sensitive,28,1,149.0,0,6,0
CUST00192,Loyal Customers,55,3,2263.95,0,8,1
CUST00193,Loyal Customers,157,1,424.74,0,3,2
CUST00194,Loyal Customers,80,3,2967.67,1,13,3
CUST00195,Loyal Customers,23,1,654.27,1,5,0
CUST00196,Loyal Customers,24,2,1272.38,1,1,0
CUST00197,Champions,15,2,2989.16,1,11,0
CUST00198,Loyal Customers,37,4,4324.83,0,1,1
CUST00199,Champions,6,4,3273.56,1,3,0
CUST00200,Champions,15,3,3726.66,0,7,4
CUST00201,Loyal Customers,93,1,598.21,1,3,0
CUST00202,Loyal Customers,141,1,1220.26,0,9,1
CUST00203,Loyal Customers,114,2,743.3499999999999,0,6,0
CUST00204,Loyal Customers,42,1,519.21,0,17,0
CUST00205,Loyal Customers,30,3,1548.05,0,13,0
CUST00206,Loyal Customers,118,2,831.29,0,7,2
CUST00207,Discount-Sensitive,18,1,193.1,0,11,2
CUST00208,Loyal Customers,91,4,3282.2999999999997,1,2,1
CUST00209,Dormant,279,0,0.0,0,3,0
CUST00210,Discount-Sensitive,128,1,409.67,0,3,0
CUST00211,Loyal Customers,90,2,3032.55,0,4,0
CUST00212,Dormant,204,0,0.0,0,3,1
CUST00213,At-Risk,86,1,1266.34,1,2,0
CUST00214,Loyal Customers,64,1,1427.16,0,3,0
CUST00215,Loyal Customers,34,1,646.51,0,8,2
CUST00216,Loyal Customers,48,1,1349.42,1,7,0
CUST00217,Loyal Customers,79,2,861.1800000000001,0,2,0
CUST00218,At-Risk,23,1,713.95,0,1,0
CUST00219,At-Risk,154,2,1225.24,0,3,1
CUST00220,Loyal Customers,25,2,745.67,1,14,2
CUST00221,Loyal Customers,7,2,781.03,0,16,2
CUST00222,Dormant,186,0,0.0,0,1,0
CUST00223,At-Risk,103,1,757.58,0,1,0
CUST00224,At-Risk,89,1,747.2,0,1,1
CUST00225,Loyal Customers,88,2,2563.85,0,3,0
CUST00226,Loyal Customers,54,3,2345.42,1,6,0
CUST00227,At-Risk,153,1,1070.42,0,0,0
CUST00228,Loyal Customers,82,3,1343.2,0,6,2
CUST00229,Loyal Customers,92,1,558.95,0,8,0
CUST00230,Loyal Customers,37,6,6235.96,0,17,1
CUST00231,Loyal Customers,23,1,397.92,0,6,0
CUST00232,At-Risk,55,1,786.26,0,2,0
CUST00233,Dormant,361,0,0.0,0,5,1
CUST00234,Loyal Customers,17,2,1421.1,0,6,0
CUST00235,At-Risk,125,1,556.26,0,2,0
CUST00236,Loyal Customers,62,1,782.89,1,8,0
CUST00237,Champions,15,4,3607.29,0,8,1
CUST00238,At-Risk,78,1,643.9,1,1,0
CUST00239,Dormant,320,0,0.0,0,4,0
CUST00240,Loyal Customers,56,2,2277.31,1,4,0
CUST00241,Champions,6,2,2710.9300000000003,0,12,1
CUST00242,Loyal Customers,82,3,2195.42,0,11,5
CUST00243,Discount-Sensitive,69,1,444.6,1,3,0
CUST00244,At-Risk,144,2,2449.86,0,1,0
CUST00245,Loyal Customers,73,2,1245.78,0,6,4
CUST00246,Loyal Customers,52,2,852.1000000000001,1,6,1
CUST00247,Loyal Customers,57,2,937.3199999999999,0,5,2
CUST00248,Loyal Customers,71,3,1182.12,0,2,0
CUST00249,Discount-Sensitive,162,1,244.33,0,5,1
CUST00250,Loyal Customers,35,1,837.19,0,6,0
CUST00251,Loyal Customers,41,1,966.73,1,14,0
CUST00252,Dormant,190,0,0.0,0,4,2
CUST00253,Dormant,191,0,0.0,0,3,1
CUST00254,Dormant,183,0,0.0,0,4,1
CUST00255,Champions,22,4,2792.14,1,10,1
CUST00256,Dormant,181,0,0.0,0,1,0
CUST00257,Loyal Customers,55,2,1042.47,0,7,0
CUST00258,Loyal Customers,42,3,2284.5,0,7,0
CUST00259,Dormant,192,0,0.0,0,0,0
CUST00260,Loyal Customers,2,2,1820.81,0,7,0
CUST00261,Discount-Sensitive,51,1,350.44,0,0,0
CUST00262,Loyal Customers,9,2,1318.44,0,5,0
CUST00263,High-Value Unhappy,25,3,1618.39,2,15,2
CUST00264,Loyal Customers,31,2,671.0999999999999,1,7,1
CUST00265,Discount-Sensitive,77,1,510.24,0,7,0
CUST00266,At-Risk,158,2,2193.5499999999997,0,1,0
CUST00267,Discount-Sensitive,29,1,441.97,1,8,0
CUST00268,Loyal Customers,9,2,1517.09,1,6,1
CUST00269,Loyal Customers,30,3,2563.9300000000003,0,11,1
CUST00270,Loyal Customers,75,2,968.72,0,8,2
CUST00271,Loyal Customers,32,2,1421.17,0,1,0
CUST00272,Champions,12,5,3882.03,0,7,0
CUST00273,Champions,13,5,4433.41,0,7,1
CUST00274,At-Risk,71,1,695.0,0,1,0
CUST00275,Dormant,241,0,0.0,0,5,1
CUST00276,Loyal Customers,47,2,3495.3,0,9,1
CUST00277,Loyal Customers,2,1,304.61,0,2,0
CUST00278,Loyal Customers,69,1,339.56,1,7,0
CUST00279,Champions,12,3,2035.77,0,9,2
CUST00280,Loyal Customers,10,2,1858.49,0,6,0
CUST00281,Loyal Customers,35,2,1161.06,0,3,0
CUST00282,Dormant,296,0,0.0,0,1,0
CUST00283,Champions,18,3,2546.58,1,8,0
CUST00284,Dormant,291,0,0.0,0,1,1
CUST00285,Loyal Customers,13,2,1070.21,0,10,0
CUST00286,Dormant,369,0,0.0,0,1,1
CUST00287,Loyal Customers,69,2,2536.41,0,8,1
CUST00288,Loyal Customers,110,2,1096.1,0,1,0
CUST00289,Loyal Customers,5,2,811.06,0,5,0
CUST00290,Discount-Sensitive,9,1,251.16,1,6,0
CUST00291,Loyal Customers,58,1,1708.29,1,4,1
CUST00292,Loyal Customers,43,1,657.91,1,6,2
CUST00293,Dormant,230,0,0.0,0,3,0
CUST00294,Loyal Customers,102,1,1714.42,0,15,6
CUST00295,Loyal Customers,16,1,556.31,0,2,0
CUST00296,At-Risk,132,1,560.55,0,2,0
CUST00297,Loyal Customers,154,1,1130.29,0,13,2
CUST00298,Dormant,201,0,0.0,0,6,2
CUST00299,Dormant,343,0,0.0,0,0,0
CUST00300,Discount-Sensitive,5,1,459.9,0,5,0
CUST00301,Loyal Customers,9,2,1279.6,1,7,0
CUST00302,At-Risk,148,2,1740.35,0,4,2
CUST00303,Loyal Customers,48,2,1965.56,0,6,1
CUST00304,Loyal Customers,87,2,1687.98,0,4,3
CUST00305,Loyal Customers,166,1,531.59,0,6,0
CUST00306,Champions,19,3,2579.1600000000003,1,2,2
CUST00307,Discount-Sensitive,32,1,307.42,1,0,0
CUST00308,Loyal Customers,66,2,1535.15,0,7,1
CUST00309,Loyal Customers,8,1,1014.02,0,13,1
CUST00310,Loyal Customers,22,1,578.27,1,5,0
CUST00311,Loyal Customers,48,1,1336.82,0,4,0
CUST00312,Loyal Customers,64,1,486.27,0,9,0
CUST00313,Loyal Customers,162,1,769.77,0,16,0
CUST00314,Loyal Customers,16,1,560.98,0,0,0
CUST00315,Champions,17,6,6768.080000000001,0,11,4
CUST00316,Loyal Customers,97,2,1079.82,0,1,2
CUST00317,Loyal Customers,100,1,1353.24,0,8,0
CUST00318,Loyal Customers,47,2,1908.68,0,2,0
CUST00319,At-Risk,147,1,460.74,0,0,0
CUST00320,Loyal Customers,25,3,1395.26,0,10,1
CUST00321,Loyal Customers,116,2,1114.17,0,1,2
CUST00322,Champions,4,5,3351.86,0,5,0
CUST00323,Champions,5,2,2509.86,0,6,0
CUST00324,Dormant,274,0,0.0,0,0,0
CUST00325,Loyal Customers,44,3,3542.89,0,6,1
CUST00326,Loyal Customers,124,1,471.14,0,7,3
CUST00327,Discount-Sensitive,2,1,367.29,0,7,1
CUST00328,Dormant,322,0,0.0,0,2,0
CUST00329,Loyal Customers,1,1,299.28,0,1,0
CUST00330,Loyal Customers,74,3,1307.8000000000002,1,1,0
CUST00331,Discount-Sensitive,151,1,505.92,0,1,0
CUST00332,High-Value Unhappy,24,2,2059.8,2,0,0
CUST00333,Loyal Customers,75,1,870.15,0,3,0
CUST00334,At-Risk,85,1,731.49,1,2,0
CUST00335,At-Risk,148,2,1328.1399999999999,0,7,1
CUST00336,Loyal Customers,29,2,1156.25,0,5,0
CUST00337,Loyal Customers,7,2,1887.73,1,2,0
CUST00338,Loyal Customers,12,1,887.38,1,6,0
CUST00339,Loyal Customers,92,1,465.18,0,13,0
CUST00340,Loyal Customers,46,3,1900.4,0,8,1
CUST00341,Loyal Customers,19,1,790.16,0,11,0
CUST00342,Champions,1,2,2309.31,1,9,0
CUST00343,Loyal Customers,94,1,410.91,0,7,1
CUST00344,Dormant,189,0,0.0,0,5,0
CUST00345,Champions,3,3,3946.38,0,15,0
CUST00346,Discount-Sensitive,72,1,494.2,0,13,1
CUST00347,Dormant,184,0,0.0,0,8,1
CUST00348,Champions,1,3,2509.74,0,14,2
CUST00349,Loyal Customers,74,3,2183.21,0,2,0
CUST00350,Loyal Customers,41,1,537.51,0,18,0
CUST00351,Champions,9,3,2713.2200000000003,1,4,0
CUST00352,Loyal Customers,27,1,1000.77,0,13,1
CUST00353,Loyal Customers,118,2,753.9200000000001,0,4,1
CUST00354,Loyal Customers,36,2,1158.36,0,4,1
CUST00355,Loyal Customers,171,1,715.18,0,4,2
CUST00356,Champions,7,4,2192.5699999999997,0,10,1
CUST00357,Loyal Customers,42,1,513.15,1,9,1
CUST00358,Loyal Customers,101,2,1523.3600000000001,0,4,0
CUST00359,Champions,3,3,2276.09,0,0,0
CUST00360,Loyal Customers,2,1,1731.67,0,1,0
CUST00361,Loyal Customers,169,1,361.04,0,3,1
CUST00362,Loyal Customers,23,3,1795.3,0,12,0
CUST00363,At-Risk,27,1,413.99,1,2,0
CUST00364,Dormant,359,0,0.0,0,0,0
CUST00365,Loyal Customers,158,1,1015.06,0,7,0
CUST00366,Loyal Customers,92,2,3930.92,0,2,0
CUST00367,Dormant,212,0,0.0,0,1,1
CUST00368,Loyal Customers,55,1,348.81,1,7,0
CUST00369,Loyal Customers,71,1,910.05,0,7,1
CUST00370,Discount-Sensitive,172,1,452.14,0,8,1
CUST00371,Loyal Customers,124,1,912.11,0,4,0
CUST00372,Discount-Sensitive,56,1,431.11,1,2,0
CUST00373,Loyal Customers,73,2,1612.8899999999999,0,9,1
CUST00374,Dormant,219,0,0.0,0,0,3
CUST00375,Loyal Customers,85,2,812.45,1,2,0
CUST00376,Loyal Customers,45,2,1345.22,0,5,0
CUST00377,Loyal Customers,80,3,1386.54,0,10,0
CUST00378,Loyal Customers,99,1,1622.32,0,4,0
CUST00379,At-Risk,75,1,538.25,0,2,0
CUST00380,Loyal Customers,39,3,1274.45,0,8,0
CUST00381,Dormant,182,0,0.0,0,2,0
CUST00382,Loyal Customers,45,2,766.55,0,6,0
CUST00383,Champions,8,5,2977.2799999999997,1,14,1
CUST00384,At-Risk,26,1,470.31,0,0,0
CUST00385,Loyal Customers,63,3,1877.75,0,6,1
CUST00386,Loyal Customers,0,2,1407.4099999999999,0,13,2
CUST00387,At-Risk,40,1,721.21,0,1,0
CUST00388,Loyal Customers,37,1,528.39,0,6,3
CUST00389,Champions,14,5,3373.19,1,11,2
CUST00390,Loyal Customers,54,2,1639.4299999999998,1,4,1
CUST00391,Champions,1,2,2384.79,0,4,0
CUST00392,Loyal Customers,133,1,716.98,0,4,1
CUST00393,Champions,12,2,2231.04,1,5,1
CUST00394,Loyal Customers,1,1,404.19,1,12,0
CUST00395,Loyal Customers,35,1,633.86,0,12,0
CUST00396,Champions,10,5,3031.7799999999997,1,10,2
CUST00397,Loyal Customers,79,1,1203.27,1,3,2
CUST00398,Champions,8,3,2505.73,1,11,0
CUST00399,Dormant,262,0,0.0,0,3,0
CUST00400,Discount-Sensitive,44,1,402.05,0,9,0
CUST00401,At-Risk,66,1,568.99,1,2,0
CUST00402,At-Risk,132,1,192.19,0,1,1
CUST00403,Champions,21,2,2029.3200000000002,0,15,1
CUST00404,Dormant,193,0,0.0,0,1,1
CUST00405,Discount-Sensitive,2,1,282.03,1,4,0
CUST00406,Loyal Customers,10,3,997.27,1,10,0
CUST00407,Loyal Customers,18,1,1569.01,0,0,0
CUST00408,At-Risk,40,1,729.14,0,0,1
CUST00409,Loyal Customers,58,3,1404.08,1,11,1
CUST00410,Loyal Customers,1,2,1365.22,1,16,0
CUST00411,Dormant,253,0,0.0,0,1,0
CUST00412,Dormant,529,0,0.0,0,0,0
CUST00413,Discount-Sensitive,26,1,220.96,1,16,0
CUST00414,Loyal Customers,3,1,311.44,1,5,1
CUST00415,At-Risk,120,1,1236.13,0,1,2
CUST00416,Loyal Customers,28,2,1020.28,1,4,0
CUST00417,At-Risk,151,1,611.96,0,0,1
CUST00418,Champions,5,2,1919.75,1,8,2
CUST00419,Loyal Customers,98,2,1795.1,0,12,1
CUST00420,Loyal Customers,18,1,1380.99,0,14,0
CUST00421,Loyal Customers,0,1,1547.12,0,4,0
CUST00422,Loyal Customers,125,1,664.17,0,7,0
CUST00423,At-Risk,135,2,1922.8899999999999,0,1,0
CUST00424,Loyal Customers,113,1,625.54,0,5,1
CUST00425,Loyal Customers,113,2,1502.44,0,12,2
CUST00426,Loyal Customers,77,1,718.2,0,8,0
CUST00427,Discount-Sensitive,1,2,331.53,1,4,0
CUST00428,Loyal Customers,74,2,810.98,0,1,0
CUST00429,Loyal Customers,6,1,432.48,1,13,2
CUST00430,Champions,22,3,2369.81,0,0,0
CUST00431,At-Risk,154,2,903.65,0,1,1
CUST00432,Loyal Customers,112,2,2306.14,0,9,0
CUST00433,Loyal Customers,36,2,1032.26,1,10,0
CUST00434,Dormant,293,0,0.0,0,2,1
CUST00435,Dormant,200,0,0.0,0,1,1
CUST00436,Loyal Customers,49,3,2100.42,0,2,0
CUST00437,At-Risk,151,1,729.22,0,0,0
CUST00438,High-Value Unhappy,64,3,2466.39,2,6,2
CUST00439,Discount-Sensitive,119,1,501.55,0,7,0
CUST00440,Discount-Sensitive,64,1,325.03,1,5,0
CUST00441,Dormant,211,0,0.0,0,1,0
CUST00442,Loyal Customers,69,3,1148.99,0,2,0
CUST00443,Dormant,265,0,0.0,0,2,0
CUST00444,Dormant,232,0,0.0,0,1,1
CUST00445,Loyal Customers,26,1,1594.8,0,4,1
CUST00446,Loyal Customers,26,1,521.16,0,9,0
CUST00447,High-Value Unhappy,36,6,2647.85,2,6,1
CUST00448,Loyal Customers,136,1,678.51,0,11,3
CUST00449,Dormant,209,0,0.0,0,1,0
CUST00450,Loyal Customers,44,1,862.9,0,5,0
CUST00451,Loyal Customers,29,2,2306.23,0,3,0
CUST00452,Dormant,256,0,0.0,0,2,0
CUST00453,Champions,17,4,3032.93,1,1,0
CUST00454,High-Value Unhappy,13,3,1507.7800000000002,2,17,1
CUST00455,Dormant,273,0,0.0,0,0,0
CUST00456,At-Risk,147,1,1052.09,0,0,1
CUST00457,Dormant,321,0,0.0,0,1,0
CUST00458,Loyal Customers,4,2,1371.81,0,4,0
CUST00459,Dormant,237,0,0.0,0,5,0
CUST00460,Champions,19,5,3252.95,1,8,1
CUST00461,Dormant,194,0,0.0,0,3,1
CUST00462,At-Risk,35,1,744.65,0,2,0
CUST00463,Loyal Customers,29,4,5048.68,0,0,0
CUST00464,Loyal Customers,106,3,1513.01,0,6,1
CUST00465,Loyal Customers,177,1,1298.74,0,3,1
CUST00466,Loyal Customers,25,5,3048.0099999999998,0,9,2
CUST00467,Loyal Customers,3,1,487.76,0,7,1
CUST00468,Dormant,198,0,0.0,0,1,1
CUST00469,Loyal Customers,19,3,1886.95,0,8,0
CUST00470,Discount-Sensitive,166,1,218.29,0,1,0
CUST00471,Discount-Sensitive,126,1,307.23,0,5,0
CUST00472,At-Risk,114,1,1728.07,0,0,0
CUST00473,Loyal Customers,121,2,1291.76,0,0,0
CUST00474,Loyal Customers,22,3,1652.35,0,5,0
CUST00475,Loyal Customers,39,2,822.8699999999999,0,2,0
CUST00476,Discount-Sensitive,140,1,335.33,0,6,0
CUST00477,Loyal Customers,60,2,1480.1599999999999,0,2,1
CUST00478,Loyal Customers,31,2,862.04,0,8,1
CUST00479,Dormant,269,0,0.0,0,5,0
CUST00480,At-Risk,148,1,491.6,0,2,0
CUST00481,Loyal Customers,43,2,934.12,0,10,1
CUST00482,Loyal Customers,32,1,961.86,0,15,1
CUST00483,Loyal Customers,107,2,1258.46,0,3,0
CUST00484,Loyal Customers,62,2,1741.75,1,9,0
CUST00485,Dormant,228,0,0.0,0,1,1
CUST00486,Loyal Customers,44,1,810.16,0,10,0
CUST00487,At-Risk,29,1,617.91,1,2,0
CUST00488,Dormant,217,0,0.0,0,8,1
CUST00489,Dormant,210,0,0.0,0,10,0
CUST00490,Loyal Customers,7,1,557.54,1,8,1
CUST00491,Loyal Customers,97,1,540.89,1,10,1
CUST00492,Discount-Sensitive,61,1,509.57,0,0,0
CUST00493,Loyal Customers,108,2,1757.06,0,10,3
CUST00494,Loyal Customers,11,1,660.15,0,6,0
